City of Origin,Destination City,Stopover City,Driving Distance (km),Vehicle Plate,Vehicle Type,Speed (km/h),Distance (km),Load Weight (tons),Fuel Consumption (L/100km),Traffic Congestion
Kampala,Kigali,,511.0,KAM-KIG-0980,Saloon,85.76300694565701,298.8056465743704,1.1528934194848308,14.365531206228956,Medium
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0981,Coupe,90.70101039547396,20.39921431574732,0.5450905276421146,12.186951433276842,High
Kampala,Kigali,,511.0,KAM-KIG-0982,Coupe,83.17809571567415,10.043137261468551,1.3980018452970326,16.43879411230929,Low
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0983,Truck,77.11461157434735,217.47021695222003,11.20363576209986,21.01407124208575,Medium
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0984,Saloon,93.44175132637528,280.0662289926079,1.1458037313695555,7.953125375968385,High
Nairobi,Kigali (via Kampala),Kampala,1172.0,NAI-KIG-0985,Saloon,80.7435692439264,117.67293408841644,1.0622373865249966,11.970644993245658,Low
Kampala,Bujumbura,,720.0,KAM-BUJ-0986,Hybrid,83.12308679573215,36.5448637295586,0.5533853462097146,11.960312118800005,Medium
Kampala,Kigali,,511.0,KAM-KIG-0987,Coupe,83.96370093493312,20.227799732607224,0.5278503949151039,8.389578463484643,Low
Nairobi,Bujumbura,,1281.0,NAI-BUJ-0988,Saloon,73.5086536770303,244.6724996463708,1.011866674636581,10.553467255026932,High
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0989,Truck,73.77933867837194,456.22584904891613,18.61445686021324,32.99053512568635,Low
Kampala,Kigali,,511.0,KAM-KIG-0990,Truck,40.49553477455768,644.6324145382395,14.607336002416739,34.83260811955495,High
Nairobi,Dar es Salaam,Mombasa,1012.0,NAI-DAR-0991,Saloon,78.99392455252611,296.3308647087233,1.631854041808605,8.988839076906451,Low
Nairobi,Kampala,Kisumu,663.0,NAI-KAM-0992,Coupe,102.30369875721746,198.50577150093073,1.3290367293023084,8.973668937912212,Medium
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0993,Truck,75.3185998404998,341.9057101095691,10.069822618803482,26.052214535404993,High
Juba,Wau,,647.0,JUB-WAU-0994,Hybrid,54.085265303498275,206.52862492491317,1.0059959132686482,10.79266585767672,High
Nairobi,Kigali (via Arusha),Arusha,1354.0,NAI-KIG-0995,Truck,40.029896941739764,315.4734050182834,12.41165214307762,23.503510416029165,High
Dar es Salaam,Kigali,,1444.0,DAR-KIG-0996,SUV,64.09119718592777,134.20592168472578,3.4444234945996697,12.913610728377446,Low
Kampala,Juba,,653.0,KAM-JUB-0997,SUV,85.04368693974888,219.59009615623484,4.565667237499631,19.052989990105154,Low
Nairobi,Tanzania,Arusha,902.0,NAI-TAN-0998,Coupe,99.5774182993516,72.72963055996485,0.42816084480283634,17.53402879382095,Medium
Bujumbura,Dar es Salaam,,1496.0,BUJ-DAR-0999,Saloon,53.61361669401785,103.34207771911852,0.9470993017550062,9.56321028912172,High
